PaymentID,OrderID,CustomerID,Amount,Method,Date
PAY0100566,ORD0079093,CUST026022,13924.89,Credit Card,2024-09-15
PAY0100567,ORD0049042,CUST021338,65575.89,EMI,2024-09-15
PAY0100568,ORD0081508,CUST029244,19966.97,Debit Card,2024-09-15
PAY0100569,ORD0091820,CUST044222,34839.66,UPI,2024-09-15
PAY0100570,ORD0069335,CUST038573,32499.74,EMI,2024-09-15
PAY0100571,ORD0107017,CUST028186,16811.27,Debit Card,2024-09-15
PAY0100572,ORD0226332,CUST037378,103641.61,UPI,2024-09-15
PAY0100573,ORD0147106,CUST037029,18411.97,Wallet,2024-09-15
PAY0100574,ORD0056307,CUST021094,46641.94,Cash,2024-09-15
PAY0100575,ORD0066620,CUST038662,95388.44,Cash,2024-09-15
PAY0100576,ORD0036146,CUST027489,71502.04,Wallet,2024-09-15
PAY0100577,ORD0024712,CUST015935,75080.24,Wallet,2024-09-15
PAY0100578,ORD0189130,CUST011875,18275.54,UPI,2024-09-15
PAY0100579,ORD0164046,CUST046206,126265.3,Cash,2024-09-15
PAY0100580,ORD0122808,CUST032175,16130.4,Wallet,2024-09-15
PAY0100581,ORD0037240,CUST006612,85249.94,Cash,2024-09-15
PAY0100582,ORD0099761,CUST000310,72136.92,Credit Card,2024-09-15
PAY0100583,ORD0062485,CUST034311,41093.7,Credit Card,2024-09-15
PAY0100584,ORD0193264,CUST009519,44316.22,Debit Card,2024-09-15
PAY0100585,ORD0173150,CUST000522,27875.14,Net Banking,2024-09-15
PAY0100586,ORD0231296,CUST030844,33188.18,Debit Card,2024-09-15
PAY0100587,ORD0147865,CUST038887,22083.45,Wallet,2024-09-15
PAY0100588,ORD0133125,CUST023751,43905.02,Net Banking,2024-09-15
PAY0100589,ORD0082192,CUST047432,41965.14,Wallet,2024-09-15
PAY0100590,ORD0244627,CUST005512,70866.94,EMI,2024-09-15
PAY0100591,ORD0119466,CUST037519,82594.56,Cash,2024-09-15
PAY0100592,ORD0089822,CUST043444,62162.24,Wallet,2024-09-15
PAY0100593,ORD0063147,CUST035323,26569.16,Net Banking,2024-09-15
PAY0100594,ORD0038019,CUST011555,59275.09,Net Banking,2024-09-15
PAY0100595,ORD0108043,CUST033320,36914.45,UPI,2024-09-15
PAY0100596,ORD0229951,CUST006042,98411.29,Wallet,2024-09-15
PAY0100597,ORD0099437,CUST043550,117003.48,Credit Card,2024-09-15
PAY0100598,ORD0175074,CUST035266,79593.02,Credit Card,2024-09-15
PAY0100599,ORD0110102,CUST029604,64157.1,EMI,2024-09-15
PAY0100600,ORD0069513,CUST027647,34839.66,Cash,2024-09-15
PAY0100601,ORD0223740,CUST047809,35193.47,UPI,2024-09-15
PAY0100602,ORD0232914,CUST029237,36911.8,EMI,2024-09-15
PAY0100603,ORD0087192,CUST009437,48869.43,EMI,2024-09-15
PAY0100604,ORD0097224,CUST001673,132582.51,Credit Card,2024-09-15
PAY0100605,ORD0139008,CUST009043,66443.69,Debit Card,2024-09-15
PAY0100606,ORD0061949,CUST009081,28717.16,EMI,2024-09-15
PAY0100607,ORD0023707,CUST047387,143454.37,Net Banking,2024-09-15
PAY0100608,ORD0237221,CUST001033,61577.77,Debit Card,2024-09-15
PAY0100609,ORD0094520,CUST033884,52855.4,Credit Card,2024-09-15
PAY0100610,ORD0180717,CUST014427,86664.18,Wallet,2024-09-15
PAY0100611,ORD0176809,CUST027725,64893.62,Net Banking,2024-09-15
PAY0100612,ORD0132109,CUST026649,23950.55,Credit Card,2024-09-15
PAY0100613,ORD0234262,CUST000921,52788.07,Debit Card,2024-09-15
PAY0100614,ORD0139607,CUST002258,152001.2,Wallet,2024-09-15
PAY0100615,ORD0131016,CUST006606,16748.65,Credit Card,2024-09-15
PAY0100616,ORD0070951,CUST049307,47421.87,UPI,2024-09-15
PAY0100617,ORD0021353,CUST030085,102673.38,Net Banking,2024-09-15
PAY0100618,ORD0046306,CUST023785,74512.28,UPI,2024-09-15
PAY0100619,ORD0189163,CUST009063,40608.16,Credit Card,2024-09-15
PAY0100620,ORD0058621,CUST020509,32331.49,UPI,2024-09-15
PAY0100621,ORD0219980,CUST017722,65838.09,UPI,2024-09-15
PAY0100622,ORD0179602,CUST036420,11601.88,UPI,2024-09-15
PAY0100623,ORD0161864,CUST017444,20164.72,EMI,2024-09-15
PAY0100624,ORD0134892,CUST025168,41425.15,EMI,2024-09-15
PAY0100625,ORD0124144,CUST026640,65575.89,UPI,2024-09-15
PAY0100626,ORD0159599,CUST033615,35903.32,EMI,2024-09-15
PAY0100627,ORD0035704,CUST025488,63842.2,UPI,2024-09-15
PAY0100628,ORD0095106,CUST028489,26386.3,Wallet,2024-09-15
PAY0100629,ORD0045503,CUST036694,36298.78,Wallet,2024-09-15
PAY0100630,ORD0228643,CUST038371,65575.89,Debit Card,2024-09-15
PAY0100631,ORD0088650,CUST039378,54286.22,Credit Card,2024-09-15
PAY0100632,ORD0087140,CUST010976,84644.04,Net Banking,2024-09-15
PAY0100633,ORD0050960,CUST008784,154948.91,Net Banking,2024-09-15
PAY0100634,ORD0002601,CUST030620,34101.49,Wallet,2024-09-15
PAY0100635,ORD0151228,CUST031018,148270.41,Net Banking,2024-09-15
PAY0100636,ORD0065662,CUST020532,69798.24,Net Banking,2024-09-15
PAY0100637,ORD0212706,CUST026664,9299.25,UPI,2024-09-15
PAY0100638,ORD0027651,CUST006595,24233.1,Debit Card,2024-09-16
PAY0100639,ORD0207223,CUST029201,20164.72,Wallet,2024-09-16
PAY0100640,ORD0016836,CUST034523,65974.97,UPI,2024-09-16
PAY0100641,ORD0082179,CUST005955,18757.75,Wallet,2024-09-16
PAY0100642,ORD0180382,CUST038129,45713.53,UPI,2024-09-16
PAY0100643,ORD0102360,CUST001053,97508.96,UPI,2024-09-16
PAY0100644,ORD0032184,CUST005235,32915.37,EMI,2024-09-16
PAY0100645,ORD0240221,CUST024820,59561.42,Wallet,2024-09-16
PAY0100646,ORD0145982,CUST012280,20653.93,Net Banking,2024-09-16
PAY0100647,ORD0104162,CUST049937,113021.94,Cash,2024-09-16
PAY0100648,ORD0150946,CUST005991,13924.89,Cash,2024-09-16
PAY0100649,ORD0207983,CUST032534,48594.84,Wallet,2024-09-16
PAY0100650,ORD0192642,CUST043041,32820.28,EMI,2024-09-16
PAY0100651,ORD0154252,CUST006585,74588.76,Debit Card,2024-09-16
PAY0100652,ORD0161375,CUST030883,55326.31,Debit Card,2024-09-16
PAY0100653,ORD0089938,CUST049655,13414.79,EMI,2024-09-16
PAY0100654,ORD0201619,CUST043564,59210.32,Wallet,2024-09-16
PAY0100655,ORD0206495,CUST004177,49814.79,EMI,2024-09-16
PAY0100656,ORD0068571,CUST013666,66443.69,Cash,2024-09-16
PAY0100657,ORD0175289,CUST024354,121254.5,Debit Card,2024-09-16
PAY0100658,ORD0054937,CUST034100,139245.67,Net Banking,2024-09-16
PAY0100659,ORD0068782,CUST011234,37385.02,Cash,2024-09-16
PAY0100660,ORD0249511,CUST026871,27407.4,EMI,2024-09-16
PAY0100661,ORD0018032,CUST011955,36914.45,Cash,2024-09-16
PAY0100662,ORD0179751,CUST042685,37210.02,UPI,2024-09-16
PAY0100663,ORD0181531,CUST041533,109337.69,EMI,2024-09-16
PAY0100664,ORD0044970,CUST030329,68583.71,UPI,2024-09-16
PAY0100665,ORD0193868,CUST023667,33357.83,EMI,2024-09-16
PAY0100666,ORD0206397,CUST048034,26996.97,UPI,2024-09-16
PAY0100667,ORD0141199,CUST030331,69175.78,EMI,2024-09-16
PAY0100668,ORD0225732,CUST000526,68660.2,Cash,2024-09-16
PAY0100669,ORD0208312,CUST028107,59625.27,Cash,2024-09-16
PAY0100670,ORD0113531,CUST024462,37224.96,UPI,2024-09-16
PAY0100671,ORD0195429,CUST027540,36911.8,Net Banking,2024-09-16
PAY0100672,ORD0019921,CUST013285,30476.83,Debit Card,2024-09-16
PAY0100673,ORD0033310,CUST006234,15802.71,Net Banking,2024-09-16
PAY0100674,ORD0081709,CUST000674,87977.1,Debit Card,2024-09-16
PAY0100675,ORD0226037,CUST038321,21494.22,Debit Card,2024-09-16
PAY0100676,ORD0056174,CUST047029,48594.84,Debit Card,2024-09-16
PAY0100677,ORD0092634,CUST020727,154948.91,EMI,2024-09-16
PAY0100678,ORD0027813,CUST016737,19530.11,Debit Card,2024-09-16
PAY0100679,ORD0231744,CUST010850,158745.34,UPI,2024-09-16
PAY0100680,ORD0081290,CUST022933,116570.81,Credit Card,2024-09-16
PAY0100681,ORD0154723,CUST045469,62487.35,EMI,2024-09-16
PAY0100682,ORD0247664,CUST015679,130450.34,Net Banking,2024-09-16
PAY0100683,ORD0225879,CUST017037,44635.83,Credit Card,2024-09-16
PAY0100684,ORD0067796,CUST031693,68625.54,EMI,2024-09-16
PAY0100685,ORD0160255,CUST029664,48535.18,EMI,2024-09-16
PAY0100686,ORD0216625,CUST037011,142373.76,Debit Card,2024-09-16
PAY0100687,ORD0190289,CUST041034,66466.12,Net Banking,2024-09-16
PAY0100688,ORD0195267,CUST047102,61577.77,Wallet,2024-09-16
PAY0100689,ORD0217030,CUST006095,21986.55,Credit Card,2024-09-16
PAY0100690,ORD0124051,CUST025508,37290.0,Debit Card,2024-09-16
PAY0100691,ORD0202045,CUST013013,124883.96,Cash,2024-09-16
PAY0100692,ORD0080158,CUST004459,21733.49,Cash,2024-09-16
PAY0100693,ORD0207700,CUST038236,46028.43,UPI,2024-09-16
PAY0100694,ORD0214168,CUST042185,16249.87,Debit Card,2024-09-16
PAY0100695,ORD0201285,CUST005627,108368.48,Debit Card,2024-09-16
PAY0100696,ORD0240563,CUST024949,51679.87,Net Banking,2024-09-16
PAY0100697,ORD0241579,CUST019215,36029.88,Debit Card,2024-09-16
PAY0100698,ORD0056234,CUST021084,36884.91,UPI,2024-09-16
PAY0100699,ORD0116880,CUST032266,22339.0,Credit Card,2024-09-16
PAY0100700,ORD0063355,CUST014034,36127.9,Cash,2024-09-16
PAY0100701,ORD0103969,CUST037491,63566.04,Wallet,2024-09-16
PAY0100702,ORD0130130,CUST001256,18411.97,Debit Card,2024-09-16
PAY0100703,ORD0183597,CUST020801,35439.74,Net Banking,2024-09-16
PAY0100704,ORD0222298,CUST017601,29611.88,Net Banking,2024-09-16
PAY0100705,ORD0049743,CUST023712,19499.68,Debit Card,2024-09-16
PAY0100706,ORD0067103,CUST034095,61603.22,Wallet,2024-09-16
PAY0100707,ORD0124469,CUST040544,122319.05,Wallet,2024-09-16
PAY0100708,ORD0018999,CUST004126,63233.08,Debit Card,2024-09-16
PAY0100709,ORD0048176,CUST020155,147801.31,EMI,2024-09-16
PAY0100710,ORD0130469,CUST014488,71171.3,Net Banking,2024-09-16
PAY0100711,ORD0130034,CUST024558,97665.59,Net Banking,2024-09-16
PAY0100712,ORD0101577,CUST037639,59625.27,UPI,2024-09-16
PAY0100713,ORD0064572,CUST031348,37515.5,Cash,2024-09-16
PAY0100714,ORD0089890,CUST020427,62487.35,Net Banking,2024-09-16
PAY0100715,ORD0179223,CUST031481,31819.38,Debit Card,2024-09-16
PAY0100716,ORD0018054,CUST027989,79094.04,Net Banking,2024-09-16
PAY0100717,ORD0138110,CUST009239,64406.04,Debit Card,2024-09-16
PAY0100718,ORD0225525,CUST035975,12409.38,Credit Card,2024-09-16
PAY0100719,ORD0108560,CUST012419,68212.16,EMI,2024-09-16
PAY0100720,ORD0213311,CUST028849,31434.28,EMI,2024-09-16
PAY0100721,ORD0089624,CUST020327,21742.98,Credit Card,2024-09-16
PAY0100722,ORD0109997,CUST043813,51679.87,UPI,2024-09-16
PAY0100723,ORD0097125,CUST048187,9435.51,Debit Card,2024-09-16
PAY0100724,ORD0009740,CUST022189,140853.91,Cash,2024-09-16
PAY0100725,ORD0116713,CUST022997,43239.3,UPI,2024-09-16
PAY0100726,ORD0156253,CUST046660,28165.77,UPI,2024-09-16
PAY0100727,ORD0076970,CUST035879,36512.52,Net Banking,2024-09-16
PAY0100728,ORD0130416,CUST013304,152001.2,Wallet,2024-09-16
PAY0100729,ORD0067314,CUST045837,9197.35,Wallet,2024-09-16
PAY0100730,ORD0202865,CUST018715,47655.19,Wallet,2024-09-16
PAY0100731,ORD0201800,CUST035256,44316.22,Credit Card,2024-09-16
PAY0100732,ORD0064750,CUST009346,24440.4,Wallet,2024-09-16
PAY0100733,ORD0097014,CUST030399,54352.8,EMI,2024-09-16
PAY0100734,ORD0235113,CUST033299,91260.39,UPI,2024-09-16
PAY0100735,ORD0076485,CUST048649,20027.5,Credit Card,2024-09-16
PAY0100736,ORD0233010,CUST007043,40377.58,Debit Card,2024-09-16
PAY0100737,ORD0181330,CUST030283,28607.36,Net Banking,2024-09-16
PAY0100738,ORD0041373,CUST042826,37772.05,Credit Card,2024-09-16
PAY0100739,ORD0150062,CUST005603,68493.69,EMI,2024-09-16
PAY0100740,ORD0215819,CUST049324,18014.94,Net Banking,2024-09-16
PAY0100741,ORD0063915,CUST027331,93967.71,Cash,2024-09-16
PAY0100742,ORD0141938,CUST034074,42695.81,Net Banking,2024-09-16
PAY0100743,ORD0160061,CUST049482,158740.53,EMI,2024-09-16
PAY0100744,ORD0207510,CUST005622,35439.74,Wallet,2024-09-16
PAY0100745,ORD0152925,CUST037890,32407.87,UPI,2024-09-16
PAY0100746,ORD0215046,CUST049424,47084.89,Cash,2024-09-16
PAY0100747,ORD0136200,CUST013846,37772.05,Debit Card,2024-09-16
PAY0100748,ORD0085627,CUST014816,23069.13,Debit Card,2024-09-16
PAY0100749,ORD0051325,CUST025773,52387.58,UPI,2024-09-16
PAY0100750,ORD0037138,CUST022301,151196.06,Wallet,2024-09-16
PAY0100751,ORD0030966,CUST041506,26386.3,Cash,2024-09-16
PAY0100752,ORD0196516,CUST044547,10013.75,UPI,2024-09-16
PAY0100753,ORD0245570,CUST016651,40377.58,Cash,2024-09-16
PAY0100754,ORD0072525,CUST022082,59951.3,Cash,2024-09-16
PAY0100755,ORD0041670,CUST014185,47996.68,Wallet,2024-09-16
PAY0100756,ORD0132401,CUST034254,31596.98,Net Banking,2024-09-16
PAY0100757,ORD0186374,CUST017795,88529.38,Debit Card,2024-09-16
PAY0100758,ORD0071078,CUST006288,75806.72,UPI,2024-09-16
PAY0100759,ORD0016550,CUST012072,16889.32,EMI,2024-09-16
PAY0100760,ORD0140870,CUST044692,33636.0,Credit Card,2024-09-16
PAY0100761,ORD0012506,CUST043851,63948.0,Net Banking,2024-09-16
PAY0100762,ORD0058906,CUST018964,142373.76,UPI,2024-09-16
PAY0100763,ORD0239545,CUST022023,79589.7,EMI,2024-09-16
PAY0100764,ORD0173986,CUST031977,33296.09,Wallet,2024-09-16
PAY0100765,ORD0188119,CUST010180,38497.8,UPI,2024-09-16
PAY0100766,ORD0104895,CUST026690,69798.24,Credit Card,2024-09-16
PAY0100767,ORD0091799,CUST000558,158740.53,Net Banking,2024-09-16
PAY0100768,ORD0034571,CUST012412,28039.63,UPI,2024-09-16
PAY0100769,ORD0083744,CUST017935,66041.98,EMI,2024-09-16
PAY0100770,ORD0075492,CUST009022,10013.75,Debit Card,2024-09-16
PAY0100771,ORD0114733,CUST011805,42096.47,Credit Card,2024-09-16
PAY0100772,ORD0228370,CUST034575,73004.64,Debit Card,2024-09-16
PAY0100773,ORD0083972,CUST026542,123550.36,Debit Card,2024-09-16
PAY0100774,ORD0085733,CUST017133,137521.67,UPI,2024-09-16
PAY0100775,ORD0198599,CUST047004,148268.57,Net Banking,2024-09-16
PAY0100776,ORD0025257,CUST014882,52788.09,Debit Card,2024-09-16
PAY0100777,ORD0022758,CUST037050,21765.08,Debit Card,2024-09-16
PAY0100778,ORD0204181,CUST011665,67152.66,Net Banking,2024-09-16
PAY0100779,ORD0215311,CUST037709,147801.31,UPI,2024-09-16
PAY0100780,ORD0025769,CUST019612,149269.26,Debit Card,2024-09-16
PAY0100781,ORD0059802,CUST033978,52387.58,EMI,2024-09-16
PAY0100782,ORD0085416,CUST003192,30376.33,Net Banking,2024-09-16
PAY0100783,ORD0139488,CUST047036,21336.97,Cash,2024-09-16
PAY0100784,ORD0072815,CUST045830,96703.93,UPI,2024-09-16
PAY0100785,ORD0214546,CUST045174,54296.07,Cash,2024-09-16
PAY0100786,ORD0151867,CUST026288,19346.55,UPI,2024-09-16
PAY0100787,ORD0005193,CUST012327,61896.41,Net Banking,2024-09-16
PAY0100788,ORD0053002,CUST048650,87977.1,Cash,2024-09-16
PAY0100789,ORD0024737,CUST014770,22442.46,Cash,2024-09-16
PAY0100790,ORD0119731,CUST029765,22999.85,Cash,2024-09-16
PAY0100791,ORD0150704,CUST027197,18553.92,EMI,2024-09-16
PAY0100792,ORD0139463,CUST021631,45713.53,EMI,2024-09-16
PAY0100793,ORD0135977,CUST048032,21494.22,Debit Card,2024-09-16
PAY0100794,ORD0016458,CUST008558,69544.73,Credit Card,2024-09-16
PAY0100795,ORD0051397,CUST002082,37772.05,Debit Card,2024-09-16
PAY0100796,ORD0053271,CUST045219,154911.8,Wallet,2024-09-16
PAY0100797,ORD0127421,CUST018703,23950.55,UPI,2024-09-16
PAY0100798,ORD0175728,CUST042426,16205.23,UPI,2024-09-16
PAY0100799,ORD0175841,CUST007647,153114.8,Debit Card,2024-09-16
PAY0100800,ORD0005997,CUST032719,92056.86,Credit Card,2024-09-16
PAY0100801,ORD0171830,CUST006284,124688.05,Net Banking,2024-09-16
PAY0100802,ORD0122982,CUST001189,33560.16,EMI,2024-09-16
PAY0100803,ORD0073209,CUST016593,75544.1,Cash,2024-09-16
PAY0100804,ORD0047124,CUST029549,62613.04,Wallet,2024-09-16
PAY0100805,ORD0093872,CUST046196,63792.3,UPI,2024-09-16
PAY0100806,ORD0236174,CUST008717,27895.4,Cash,2024-09-16
PAY0100807,ORD0022535,CUST048865,21183.46,UPI,2024-09-16
PAY0100808,ORD0030903,CUST026391,54352.8,EMI,2024-09-16
PAY0100809,ORD0164107,CUST034403,75602.29,EMI,2024-09-16
PAY0100810,ORD0062231,CUST032135,60352.16,Debit Card,2024-09-16
PAY0100811,ORD0248590,CUST015530,36884.91,Wallet,2024-09-16
PAY0100812,ORD0053455,CUST029874,18553.92,Wallet,2024-09-16
PAY0100813,ORD0090805,CUST013076,26597.03,UPI,2024-09-16
PAY0100814,ORD0223927,CUST012131,22999.85,Credit Card,2024-09-16
PAY0100815,ORD0083373,CUST032674,147801.31,Net Banking,2024-09-16
PAY0100816,ORD0090040,CUST044460,39796.51,Net Banking,2024-09-16
PAY0100817,ORD0093480,CUST043152,120201.18,Net Banking,2024-09-16
PAY0100818,ORD0042168,CUST048745,27849.78,Credit Card,2024-09-16
PAY0100819,ORD0100707,CUST033763,18972.67,UPI,2024-09-16
PAY0100820,ORD0219069,CUST013487,36298.78,EMI,2024-09-16
PAY0100821,ORD0236629,CUST000044,132355.55,Net Banking,2024-09-16
PAY0100822,ORD0038214,CUST015239,37294.38,Credit Card,2024-09-16
PAY0100823,ORD0204952,CUST035027,35897.99,EMI,2024-09-16
PAY0100824,ORD0136791,CUST034603,33576.33,Cash,2024-09-16
PAY0100825,ORD0236982,CUST031406,19676.68,UPI,2024-09-16
PAY0100826,ORD0072613,CUST003066,68572.48,Debit Card,2024-09-16
PAY0100827,ORD0094557,CUST029470,8166.1,EMI,2024-09-16
PAY0100828,ORD0044493,CUST011842,99697.22,Cash,2024-09-16
PAY0100829,ORD0074371,CUST011240,66466.12,Wallet,2024-09-16
PAY0100830,ORD0248513,CUST013627,153114.8,UPI,2024-09-16
PAY0100831,ORD0015560,CUST043100,12409.38,Net Banking,2024-09-16
PAY0100832,ORD0046365,CUST004364,124688.05,Wallet,2024-09-16
PAY0100833,ORD0069976,CUST041109,11955.28,Debit Card,2024-09-16
PAY0100834,ORD0152953,CUST003587,65272.38,Credit Card,2024-09-16
PAY0100835,ORD0090649,CUST044701,39435.35,Credit Card,2024-09-16
PAY0100836,ORD0012799,CUST044287,28879.43,Debit Card,2024-09-16
PAY0100837,ORD0198335,CUST008345,60953.66,Credit Card,2024-09-16
PAY0100838,ORD0052473,CUST035684,78140.54,EMI,2024-09-16
PAY0100839,ORD0030411,CUST033438,130683.95,Credit Card,2024-09-16
PAY0100840,ORD0002009,CUST007972,126265.3,UPI,2024-09-16
PAY0100841,ORD0038432,CUST017596,123550.36,EMI,2024-09-16
PAY0100842,ORD0084508,CUST003700,126837.98,Cash,2024-09-16
PAY0100843,ORD0135811,CUST012961,35585.65,Wallet,2024-09-16
PAY0100844,ORD0052550,CUST041713,78844.58,Credit Card,2024-09-16
PAY0100845,ORD0106674,CUST015173,34816.03,Credit Card,2024-09-16
PAY0100846,ORD0119648,CUST025316,26996.97,Net Banking,2024-09-16
PAY0100847,ORD0237011,CUST029351,16410.14,Wallet,2024-09-16
PAY0100848,ORD0090870,CUST010333,53649.69,Credit Card,2024-09-16
PAY0100849,ORD0209862,CUST013810,52433.15,Net Banking,2024-09-16
PAY0100850,ORD0012782,CUST032769,47694.22,Net Banking,2024-09-16
PAY0100851,ORD0026727,CUST028060,112413.95,Cash,2024-09-16
PAY0100852,ORD0014594,CUST020627,116997.31,EMI,2024-09-16
PAY0100853,ORD0023038,CUST038681,78869.26,Wallet,2024-09-16
PAY0100854,ORD0086018,CUST032483,89271.66,Net Banking,2024-09-16
PAY0100855,ORD0229845,CUST033483,64934.19,Net Banking,2024-09-16
PAY0100856,ORD0174008,CUST027585,36502.32,Net Banking,2024-09-16
PAY0100857,ORD0164479,CUST045248,71795.98,Credit Card,2024-09-16
PAY0100858,ORD0211810,CUST021858,18553.92,EMI,2024-09-16
PAY0100859,ORD0236627,CUST031416,47105.94,EMI,2024-09-16
PAY0100860,ORD0228878,CUST028036,14481.81,EMI,2024-09-16
PAY0100861,ORD0123357,CUST030842,96703.93,EMI,2024-09-16
PAY0100862,ORD0003723,CUST021270,73504.98,Wallet,2024-09-16
PAY0100863,ORD0222462,CUST011863,58622.92,UPI,2024-09-16
PAY0100864,ORD0217288,CUST000327,65575.89,Net Banking,2024-09-17
PAY0100865,ORD0143192,CUST011439,69590.34,Credit Card,2024-09-17
PAY0100866,ORD0130491,CUST031154,18057.65,Debit Card,2024-09-17
PAY0100867,ORD0245658,CUST041673,52788.09,UPI,2024-09-17
PAY0100868,ORD0009175,CUST030527,137521.67,Cash,2024-09-17
PAY0100869,ORD0018092,CUST044164,26971.46,UPI,2024-09-17
PAY0100870,ORD0033359,CUST020688,90983.1,Net Banking,2024-09-17
PAY0100871,ORD0081764,CUST040060,65575.89,Net Banking,2024-09-17
PAY0100872,ORD0161236,CUST023389,8192.01,Debit Card,2024-09-17
PAY0100873,ORD0053839,CUST034451,63681.62,Debit Card,2024-09-17
PAY0100874,ORD0007968,CUST049325,126447.29,Debit Card,2024-09-17
PAY0100875,ORD0229374,CUST004030,33357.83,EMI,2024-09-17
PAY0100876,ORD0239478,CUST036558,48869.43,UPI,2024-09-17
PAY0100877,ORD0102444,CUST011199,46149.18,UPI,2024-09-17
PAY0100878,ORD0044547,CUST004503,55326.31,Debit Card,2024-09-17
PAY0100879,ORD0088138,CUST022065,17796.72,Debit Card,2024-09-17
PAY0100880,ORD0137503,CUST020414,108368.48,EMI,2024-09-17
PAY0100881,ORD0083185,CUST031577,81343.52,Wallet,2024-09-17
PAY0100882,ORD0223075,CUST009871,151543.34,Credit Card,2024-09-17
PAY0100883,ORD0068399,CUST019356,34368.74,UPI,2024-09-17
PAY0100884,ORD0066455,CUST041831,49043.61,Cash,2024-09-17
PAY0100885,ORD0003888,CUST021696,90983.1,Wallet,2024-09-17
PAY0100886,ORD0047300,CUST004788,62487.35,Cash,2024-09-17
PAY0100887,ORD0244365,CUST014861,53573.89,Net Banking,2024-09-17
PAY0100888,ORD0134393,CUST013160,157673.85,Debit Card,2024-09-17
PAY0100889,ORD0017966,CUST002476,97003.9,UPI,2024-09-17
PAY0100890,ORD0150188,CUST031977,26720.8,UPI,2024-09-17
PAY0100891,ORD0012629,CUST011546,159195.0,Credit Card,2024-09-17
PAY0100892,ORD0044476,CUST044333,93967.71,Net Banking,2024-09-17
PAY0100893,ORD0190240,CUST025833,28752.78,Wallet,2024-09-17
PAY0100894,ORD0023737,CUST040962,21494.22,UPI,2024-09-17
PAY0100895,ORD0236313,CUST047136,104371.72,Credit Card,2024-09-17
PAY0100896,ORD0014470,CUST034496,68493.69,Debit Card,2024-09-17
PAY0100897,ORD0116469,CUST038872,38096.27,Wallet,2024-09-17
PAY0100898,ORD0170709,CUST045011,80481.73,Credit Card,2024-09-17
PAY0100899,ORD0129236,CUST010364,28850.46,Debit Card,2024-09-17
PAY0100900,ORD0066230,CUST015638,105512.4,Cash,2024-09-17
PAY0100901,ORD0022961,CUST032894,73769.82,Credit Card,2024-09-17
PAY0100902,ORD0136483,CUST019298,75118.52,Debit Card,2024-09-17
PAY0100903,ORD0037607,CUST034553,79094.04,Cash,2024-09-17
PAY0100904,ORD0076769,CUST003804,76197.02,EMI,2024-09-17
PAY0100905,ORD0161322,CUST029658,19227.75,Cash,2024-09-17
PAY0100906,ORD0136176,CUST031331,11955.28,Credit Card,2024-09-17
PAY0100907,ORD0190244,CUST018149,131485.97,Wallet,2024-09-17
PAY0100908,ORD0066252,CUST018139,52433.15,Wallet,2024-09-17
PAY0100909,ORD0091624,CUST013780,17471.83,Wallet,2024-09-17
PAY0100910,ORD0026065,CUST040658,97665.59,Wallet,2024-09-17
PAY0100911,ORD0209078,CUST009697,20164.72,Wallet,2024-09-17
PAY0100912,ORD0202124,CUST031493,38096.27,Net Banking,2024-09-17
PAY0100913,ORD0216001,CUST039406,56367.45,EMI,2024-09-17
PAY0100914,ORD0194662,CUST013214,68577.21,Net Banking,2024-09-17
PAY0100915,ORD0221693,CUST030762,95238.24,Debit Card,2024-09-17
PAY0100916,ORD0171483,CUST017720,22999.85,EMI,2024-09-17
PAY0100917,ORD0052875,CUST033177,99697.22,UPI,2024-09-17
PAY0100918,ORD0150001,CUST038296,23367.4,Wallet,2024-09-17
PAY0100919,ORD0044424,CUST039175,66466.12,Debit Card,2024-09-17
PAY0100920,ORD0209077,CUST022559,108368.48,Credit Card,2024-09-17
PAY0100921,ORD0100346,CUST013585,105512.4,EMI,2024-09-17
PAY0100922,ORD0170673,CUST018335,109676.71,EMI,2024-09-17
PAY0100923,ORD0183358,CUST049049,75602.29,Credit Card,2024-09-17
PAY0100924,ORD0247164,CUST009573,132582.51,Net Banking,2024-09-17
PAY0100925,ORD0186253,CUST032016,47081.16,EMI,2024-09-17
PAY0100926,ORD0109293,CUST027328,130450.34,Net Banking,2024-09-17
PAY0100927,ORD0224967,CUST044584,27530.37,EMI,2024-09-17
PAY0100928,ORD0116412,CUST040883,34148.79,UPI,2024-09-17
PAY0100929,ORD0003792,CUST027418,30476.83,Cash,2024-09-17
PAY0100930,ORD0239242,CUST041786,154948.91,Credit Card,2024-09-17
PAY0100931,ORD0031359,CUST016799,9374.62,Credit Card,2024-09-17
PAY0100932,ORD0232072,CUST003099,92059.32,Net Banking,2024-09-17
PAY0100933,ORD0223907,CUST011089,33576.33,UPI,2024-09-17
PAY0100934,ORD0249020,CUST036693,35332.27,Credit Card,2024-09-17
PAY0100935,ORD0007409,CUST034398,60352.16,Cash,2024-09-17
PAY0100936,ORD0233304,CUST041650,54352.8,Credit Card,2024-09-17
PAY0100937,ORD0231606,CUST036921,119040.51,Net Banking,2024-09-17
PAY0100938,ORD0067629,CUST019104,30819.97,Debit Card,2024-09-17
PAY0100939,ORD0079034,CUST024392,48628.0,Credit Card,2024-09-17
PAY0100940,ORD0154277,CUST037056,65974.97,Wallet,2024-09-17
PAY0100941,ORD0074264,CUST039336,113021.94,Cash,2024-09-17
PAY0100942,ORD0240636,CUST039994,126265.3,Cash,2024-09-17
