ClaimID,CustomerID,ProductID,StoreID,PurchaseDate,ClaimDate,Issue,Status,WarrantyMonths
WC002653,CUST006320,P0107,ST0032,2024-11-01,2024-11-13,Software update issue,Rejected - Out of Warranty,12
WC003087,CUST031386,P0202,ST0005,2024-07-27,2024-11-13,Screen flickering,Resolved,12
WC003838,CUST000104,P0558,ST0042,2024-07-31,2024-11-13,Physical damage - screen crack,Rejected - Out of Warranty,12
WC005889,CUST045686,P0484,ST0044,2023-12-04,2024-11-13,Software update issue,In Progress,12
WC001054,CUST013029,P0300,ST0014,2024-05-09,2024-11-14,Water damage,In Progress,12
WC002102,CUST029339,P0124,ST0047,2023-05-29,2024-11-14,Speaker/mic not working,Replaced,24
WC002942,CUST022722,P0568,ST0024,2024-09-29,2024-11-14,Physical damage - screen crack,Resolved,12
WC005207,CUST038525,P0321,ST0039,2024-07-04,2024-11-14,Camera not focusing,Pending Pickup,12
WC005552,CUST048029,P0130,ST0007,2024-11-02,2024-11-14,Screen flickering,Resolved,12
WC000105,CUST012699,P0523,ST0007,2024-03-29,2024-11-15,Network/SIM issue,Resolved,12
WC003582,CUST036694,P0251,ST0051,2024-05-15,2024-11-15,Camera not focusing,Replaced,12
WC003690,CUST043777,P0430,ST0032,2023-12-09,2024-11-15,Battery draining fast,Rejected - Out of Warranty,12
WC000726,CUST033107,P0309,ST0022,2024-09-12,2024-11-16,Physical damage - screen crack,Pending Pickup,12
WC000955,CUST007905,P0488,ST0002,2024-05-27,2024-11-16,Screen flickering,Resolved,12
WC003182,CUST014465,P0312,ST0042,2024-11-01,2024-11-16,Network/SIM issue,Resolved,12
WC004039,CUST003663,P0504,ST0018,2024-10-04,2024-11-16,Water damage,Resolved,12
WC004067,CUST014928,P0198,ST0056,2023-12-21,2024-11-16,Battery draining fast,In Progress,12
WC005149,CUST028729,P0543,ST0016,2023-01-20,2024-11-16,Overheating during use,In Progress,24
WC005711,CUST006747,P0291,ST0057,2024-03-14,2024-11-16,Overheating during use,Resolved,12
WC001112,CUST014061,P0167,ST0008,2023-11-02,2024-11-17,Network/SIM issue,Resolved,24
WC001409,CUST030783,P0584,ST0034,2024-07-17,2024-11-17,Water damage,Resolved,12
WC001701,CUST023508,P0104,ST0010,2024-02-18,2024-11-17,Software update issue,Replaced,12
WC002219,CUST016771,P0227,ST0036,2024-04-19,2024-11-17,Water damage,Resolved,24
WC002295,CUST041852,P0421,ST0001,2024-06-18,2024-11-17,Network/SIM issue,Replaced,12
WC002343,CUST048507,P0256,ST0007,2024-09-17,2024-11-17,Water damage,Rejected - Out of Warranty,12
WC003425,CUST038715,P0248,ST0053,2024-03-25,2024-11-17,Physical damage - screen crack,Rejected - Out of Warranty,12
WC003711,CUST046826,P0334,ST0002,2024-03-05,2024-11-17,Camera not focusing,Pending Pickup,12
WC004971,CUST027553,P0315,ST0008,2024-03-17,2024-11-17,Screen flickering,Resolved,12
WC005293,CUST032627,P0103,ST0029,2024-01-14,2024-11-17,Camera not focusing,Resolved,12
WC005631,CUST011004,P0022,ST0045,2024-08-29,2024-11-17,Battery draining fast,Pending Pickup,12
WC002336,CUST006755,P0421,ST0005,2024-04-26,2024-11-18,Network/SIM issue,Resolved,12
WC002598,CUST018310,P0290,ST0010,2023-05-25,2024-11-18,Network/SIM issue,In Progress,24
WC005770,CUST023340,P0433,ST0016,2024-08-25,2024-11-18,Physical damage - screen crack,Rejected - Out of Warranty,12
WC000292,CUST005418,P0584,ST0026,2024-01-04,2024-11-19,Battery draining fast,Pending Pickup,12
WC002027,CUST034788,P0274,ST0017,2024-07-13,2024-11-19,Water damage,Pending Pickup,12
WC002349,CUST021676,P0096,ST0021,2024-06-14,2024-11-19,Network/SIM issue,Resolved,12
WC003524,CUST006399,P0594,ST0006,2024-05-18,2024-11-19,Camera not focusing,In Progress,12
WC004287,CUST047719,P0195,ST0028,2024-05-14,2024-11-19,Network/SIM issue,Resolved,12
WC000176,CUST030535,P0502,ST0010,2024-04-06,2024-11-20,Network/SIM issue,Resolved,12
WC001639,CUST027070,P0600,ST0029,2024-11-13,2024-11-20,Software update issue,Resolved,12
WC004144,CUST049548,P0039,ST0045,2024-08-24,2024-11-20,Network/SIM issue,Resolved,12
WC004829,CUST036095,P0239,ST0045,2024-01-27,2024-11-20,Screen flickering,Resolved,12
WC005696,CUST005997,P0315,ST0037,2024-09-11,2024-11-20,Water damage,In Progress,12
WC005947,CUST001920,P0083,ST0035,2023-05-27,2024-11-20,Software update issue,Resolved,24
WC002850,CUST001635,P0533,ST0056,2024-02-15,2024-11-21,Speaker/mic not working,Resolved,12
WC004842,CUST004946,P0508,ST0002,2024-07-04,2024-11-21,Battery draining fast,Replaced,12
WC005012,CUST038269,P0205,ST0060,2024-08-02,2024-11-21,Charging port not working,Replaced,12
WC000079,CUST025927,P0599,ST0038,2024-03-16,2024-11-22,Screen flickering,Resolved,12
WC001569,CUST031753,P0196,ST0011,2024-09-09,2024-11-22,Overheating during use,Pending Pickup,12
WC003660,CUST034629,P0100,ST0005,2024-02-21,2024-11-22,Network/SIM issue,Resolved,12
WC004322,CUST038145,P0100,ST0026,2024-10-31,2024-11-22,Charging port not working,Replaced,12
WC000337,CUST001201,P0238,ST0021,2024-05-01,2024-11-23,Screen flickering,In Progress,12
WC002026,CUST049986,P0459,ST0010,2024-07-18,2024-11-23,Network/SIM issue,Replaced,12
WC002156,CUST022297,P0513,ST0006,2024-03-08,2024-11-23,Speaker/mic not working,Replaced,12
WC002601,CUST034575,P0450,ST0048,2024-10-22,2024-11-23,Charging port not working,Resolved,12
WC003175,CUST041944,P0031,ST0031,2024-05-23,2024-11-23,Charging port not working,Replaced,12
WC003461,CUST027255,P0366,ST0003,2024-03-15,2024-11-23,Camera not focusing,Resolved,12
WC004867,CUST022271,P0574,ST0050,2023-12-18,2024-11-23,Water damage,Resolved,12
WC000024,CUST034555,P0297,ST0040,2024-11-17,2024-11-24,Speaker/mic not working,Resolved,24
WC000401,CUST023896,P0113,ST0013,2024-07-25,2024-11-24,Camera not focusing,Pending Pickup,12
WC001355,CUST034695,P0404,ST0046,2023-12-13,2024-11-24,Camera not focusing,Pending Pickup,12
WC001767,CUST039210,P0406,ST0058,2024-11-21,2024-11-24,Charging port not working,Rejected - Out of Warranty,12
WC002503,CUST049852,P0147,ST0052,2024-11-14,2024-11-24,Physical damage - screen crack,Replaced,12
WC003442,CUST011336,P0376,ST0020,2024-05-31,2024-11-24,Screen flickering,Pending Pickup,12
WC003800,CUST031646,P0575,ST0042,2023-10-27,2024-11-24,Charging port not working,Replaced,24
WC004366,CUST016891,P0584,ST0014,2024-05-07,2024-11-24,Screen flickering,In Progress,12
WC000147,CUST030646,P0437,ST0023,2024-06-26,2024-11-25,Network/SIM issue,Resolved,12
WC002096,CUST049970,P0503,ST0006,2024-08-09,2024-11-25,Network/SIM issue,Pending Pickup,12
WC003875,CUST030237,P0383,ST0004,2024-07-19,2024-11-25,Overheating during use,Replaced,24
WC005026,CUST031188,P0541,ST0058,2024-07-23,2024-11-25,Battery draining fast,Pending Pickup,12
WC000473,CUST016541,P0369,ST0003,2023-12-22,2024-11-26,Physical damage - screen crack,Resolved,12
WC002794,CUST032164,P0205,ST0021,2024-11-06,2024-11-26,Screen flickering,Resolved,12
WC002914,CUST015876,P0036,ST0047,2024-02-15,2024-11-26,Battery draining fast,In Progress,12
WC003776,CUST013739,P0453,ST0007,2024-06-23,2024-11-26,Camera not focusing,Resolved,12
WC004499,CUST047782,P0525,ST0019,2023-09-05,2024-11-26,Network/SIM issue,Replaced,24
WC005312,CUST041842,P0223,ST0041,2024-01-10,2024-11-26,Water damage,Replaced,12
WC005559,CUST009652,P0016,ST0008,2024-03-25,2024-11-26,Overheating during use,Resolved,12
WC000900,CUST031124,P0514,ST0039,2024-11-08,2024-11-27,Battery draining fast,Resolved,12
WC001570,CUST001410,P0091,ST0033,2024-07-26,2024-11-27,Battery draining fast,In Progress,12
WC002530,CUST030492,P0538,ST0012,2024-02-10,2024-11-27,Physical damage - screen crack,Resolved,12
WC002771,CUST037636,P0169,ST0010,2024-11-05,2024-11-27,Overheating during use,In Progress,12
WC005516,CUST026214,P0064,ST0006,2024-11-13,2024-11-27,Water damage,Rejected - Out of Warranty,12
WC001031,CUST000572,P0017,ST0038,2024-05-11,2024-11-28,Network/SIM issue,Resolved,12
WC001783,CUST044047,P0016,ST0039,2024-11-24,2024-11-28,Network/SIM issue,Pending Pickup,12
WC003180,CUST030497,P0359,ST0017,2024-11-15,2024-11-28,Screen flickering,Resolved,12
WC003814,CUST031307,P0449,ST0038,2024-08-21,2024-11-28,Network/SIM issue,Rejected - Out of Warranty,12
WC004125,CUST042427,P0286,ST0030,2024-02-03,2024-11-28,Battery draining fast,In Progress,12
WC004219,CUST040363,P0453,ST0059,2024-06-23,2024-11-28,Battery draining fast,Replaced,12
WC004897,CUST024095,P0517,ST0030,2024-04-29,2024-11-28,Overheating during use,Rejected - Out of Warranty,12
WC000872,CUST041952,P0514,ST0047,2024-10-09,2024-11-29,Screen flickering,In Progress,12
WC002131,CUST008921,P0408,ST0017,2024-02-22,2024-11-29,Charging port not working,In Progress,12
WC004380,CUST006106,P0281,ST0025,2024-01-11,2024-11-29,Water damage,Resolved,12
WC004880,CUST047829,P0101,ST0018,2024-01-21,2024-11-29,Software update issue,Resolved,12
WC005962,CUST003025,P0085,ST0024,2024-01-18,2024-11-29,Screen flickering,Rejected - Out of Warranty,12
WC001381,CUST016893,P0161,ST0059,2024-06-03,2024-11-30,Water damage,Resolved,12
WC001755,CUST036150,P0197,ST0042,2023-12-25,2024-11-30,Charging port not working,In Progress,12
WC002677,CUST048981,P0210,ST0046,2024-02-04,2024-11-30,Camera not focusing,Resolved,12
WC003045,CUST015657,P0430,ST0011,2024-11-26,2024-11-30,Physical damage - screen crack,Pending Pickup,12
WC003233,CUST007541,P0363,ST0032,2024-04-05,2024-11-30,Network/SIM issue,In Progress,12
WC004003,CUST035408,P0503,ST0042,2024-05-01,2024-11-30,Screen flickering,Resolved,12
WC004040,CUST034837,P0314,ST0001,2024-08-12,2024-11-30,Battery draining fast,Rejected - Out of Warranty,12
WC004056,CUST045473,P0370,ST0003,2024-05-06,2024-11-30,Charging port not working,Resolved,12
WC004305,CUST033356,P0528,ST0008,2023-03-19,2024-11-30,Overheating during use,Replaced,24
WC005779,CUST042348,P0330,ST0033,2024-06-02,2024-11-30,Screen flickering,In Progress,12
WC000478,CUST035182,P0321,ST0027,2024-06-20,2024-12-01,Battery draining fast,Resolved,12
WC003672,CUST018814,P0562,ST0022,2024-03-13,2024-12-01,Charging port not working,Rejected - Out of Warranty,12
WC004283,CUST002494,P0459,ST0048,2024-02-04,2024-12-02,Network/SIM issue,Rejected - Out of Warranty,12
WC005447,CUST025026,P0086,ST0049,2024-07-18,2024-12-02,Battery draining fast,Replaced,12
WC000194,CUST028486,P0286,ST0036,2023-12-28,2024-12-03,Overheating during use,Resolved,12
WC001084,CUST016740,P0523,ST0015,2024-05-25,2024-12-03,Charging port not working,Resolved,12
WC002224,CUST010631,P0432,ST0060,2024-09-28,2024-12-03,Screen flickering,Replaced,12
WC002717,CUST038998,P0240,ST0013,2024-11-15,2024-12-03,Water damage,Rejected - Out of Warranty,12
WC003183,CUST000730,P0185,ST0048,2024-05-10,2024-12-03,Screen flickering,In Progress,12
WC003862,CUST031908,P0012,ST0018,2024-05-22,2024-12-03,Speaker/mic not working,Resolved,12
WC005377,CUST015351,P0099,ST0042,2023-11-14,2024-12-03,Network/SIM issue,Resolved,24
WC000207,CUST049276,P0119,ST0005,2024-11-28,2024-12-04,Camera not focusing,In Progress,12
WC000585,CUST033441,P0373,ST0049,2024-05-19,2024-12-04,Software update issue,Resolved,12
WC000593,CUST010038,P0066,ST0042,2024-03-27,2024-12-04,Charging port not working,Rejected - Out of Warranty,12
WC001133,CUST036302,P0494,ST0003,2024-04-20,2024-12-04,Water damage,Resolved,12
WC004737,CUST009855,P0307,ST0058,2024-02-06,2024-12-04,Overheating during use,Replaced,12
WC000278,CUST033331,P0488,ST0011,2024-09-24,2024-12-05,Network/SIM issue,Resolved,12
WC000655,CUST020385,P0442,ST0048,2024-08-10,2024-12-05,Screen flickering,Resolved,12
WC002647,CUST027981,P0188,ST0046,2024-04-30,2024-12-05,Charging port not working,Replaced,24
WC003830,CUST025920,P0320,ST0013,2023-12-12,2024-12-05,Physical damage - screen crack,Rejected - Out of Warranty,12
WC004487,CUST031850,P0198,ST0046,2024-08-08,2024-12-06,Speaker/mic not working,Resolved,12
WC004597,CUST016101,P0598,ST0045,2024-10-09,2024-12-06,Charging port not working,Rejected - Out of Warranty,12
WC005332,CUST040384,P0129,ST0003,2024-05-04,2024-12-06,Battery draining fast,Resolved,12
WC001439,CUST044246,P0519,ST0034,2024-11-15,2024-12-07,Speaker/mic not working,Resolved,12
WC003308,CUST030512,P0456,ST0025,2024-04-13,2024-12-07,Software update issue,Resolved,12
WC004544,CUST043026,P0081,ST0058,2024-03-30,2024-12-07,Software update issue,In Progress,24
WC005075,CUST011040,P0397,ST0047,2024-04-10,2024-12-07,Physical damage - screen crack,Resolved,12
WC002857,CUST008098,P0063,ST0007,2024-09-17,2024-12-08,Camera not focusing,Pending Pickup,12
WC003756,CUST024437,P0205,ST0009,2024-07-01,2024-12-08,Software update issue,Resolved,12
WC004791,CUST020328,P0521,ST0024,2024-06-29,2024-12-08,Physical damage - screen crack,Rejected - Out of Warranty,12
WC005297,CUST019558,P0353,ST0010,2024-07-11,2024-12-08,Software update issue,Rejected - Out of Warranty,12
WC005612,CUST011713,P0239,ST0017,2024-02-19,2024-12-08,Physical damage - screen crack,Replaced,12
WC000596,CUST005374,P0117,ST0039,2024-09-22,2024-12-09,Overheating during use,Resolved,12
WC000689,CUST022243,P0496,ST0010,2024-06-21,2024-12-09,Camera not focusing,Replaced,12
WC001798,CUST016886,P0532,ST0018,2024-05-03,2024-12-09,Screen flickering,Resolved,12
WC002013,CUST037073,P0127,ST0029,2024-01-05,2024-12-09,Network/SIM issue,Rejected - Out of Warranty,12
WC002274,CUST006429,P0513,ST0008,2024-08-08,2024-12-09,Water damage,Resolved,12
WC002702,CUST003256,P0045,ST0027,2024-04-24,2024-12-09,Network/SIM issue,In Progress,12
WC003598,CUST022698,P0133,ST0025,2024-04-01,2024-12-09,Charging port not working,Resolved,12
WC003715,CUST021976,P0140,ST0028,2024-05-16,2024-12-09,Physical damage - screen crack,Resolved,12
WC004728,CUST029516,P0359,ST0023,2024-09-29,2024-12-09,Water damage,Pending Pickup,12
WC004818,CUST007513,P0361,ST0028,2024-03-30,2024-12-09,Software update issue,Resolved,12
WC005781,CUST034117,P0520,ST0046,2024-07-31,2024-12-09,Physical damage - screen crack,In Progress,12
WC000823,CUST015423,P0584,ST0052,2024-04-20,2024-12-10,Network/SIM issue,Pending Pickup,12
WC000928,CUST048241,P0104,ST0039,2024-07-03,2024-12-10,Camera not focusing,In Progress,12
WC001979,CUST048565,P0258,ST0028,2024-10-06,2024-12-10,Charging port not working,Resolved,12
WC002265,CUST032173,P0375,ST0058,2024-05-27,2024-12-10,Overheating during use,Resolved,24
WC002456,CUST046283,P0283,ST0052,2024-01-22,2024-12-10,Speaker/mic not working,Replaced,12
WC002799,CUST042922,P0485,ST0008,2024-05-06,2024-12-10,Water damage,Pending Pickup,12
WC002879,CUST030298,P0058,ST0012,2024-12-07,2024-12-10,Battery draining fast,Replaced,12
WC003888,CUST046912,P0259,ST0035,2024-09-15,2024-12-10,Camera not focusing,Resolved,24
WC005445,CUST007545,P0430,ST0005,2024-04-27,2024-12-10,Screen flickering,Resolved,12
WC002085,CUST040233,P0304,ST0027,2023-12-19,2024-12-11,Water damage,Pending Pickup,12
WC002564,CUST043707,P0155,ST0039,2024-01-04,2024-12-11,Network/SIM issue,Resolved,12
WC002752,CUST036245,P0070,ST0051,2024-08-28,2024-12-11,Charging port not working,In Progress,12
WC004050,CUST028263,P0106,ST0044,2024-10-12,2024-12-11,Water damage,Replaced,12
WC005842,CUST011365,P0043,ST0045,2024-08-29,2024-12-11,Overheating during use,Replaced,12
WC001402,CUST026687,P0014,ST0040,2024-09-27,2024-12-12,Overheating during use,Rejected - Out of Warranty,12
WC005929,CUST041130,P0264,ST0015,2024-03-26,2024-12-12,Software update issue,Replaced,12
WC000311,CUST011784,P0292,ST0013,2024-11-30,2024-12-13,Software update issue,Resolved,12
WC000883,CUST015898,P0400,ST0014,2024-07-23,2024-12-13,Network/SIM issue,Resolved,12
WC001681,CUST026077,P0550,ST0039,2024-04-20,2024-12-13,Physical damage - screen crack,Replaced,12
WC002502,CUST019407,P0510,ST0030,2024-08-08,2024-12-13,Speaker/mic not working,Resolved,12
WC002815,CUST043455,P0127,ST0022,2024-01-14,2024-12-13,Software update issue,Resolved,12
WC004291,CUST036085,P0469,ST0027,2024-10-17,2024-12-13,Overheating during use,Resolved,12
WC005399,CUST039049,P0549,ST0004,2024-11-26,2024-12-13,Screen flickering,Resolved,12
WC000234,CUST027933,P0253,ST0046,2024-01-01,2024-12-14,Overheating during use,Resolved,12
WC000730,CUST047734,P0446,ST0015,2024-11-13,2024-12-14,Overheating during use,Resolved,12
WC000764,CUST006143,P0414,ST0047,2024-08-09,2024-12-14,Water damage,Resolved,12
WC001823,CUST000819,P0472,ST0023,2023-08-30,2024-12-14,Screen flickering,In Progress,24
WC002114,CUST022035,P0061,ST0034,2024-06-27,2024-12-14,Network/SIM issue,In Progress,12
WC003192,CUST044784,P0095,ST0044,2024-06-05,2024-12-14,Software update issue,Pending Pickup,12
WC003587,CUST022139,P0496,ST0018,2024-06-28,2024-12-14,Speaker/mic not working,Resolved,12
WC003899,CUST001166,P0112,ST0043,2024-09-25,2024-12-14,Battery draining fast,Replaced,12
WC004116,CUST048786,P0230,ST0041,2024-11-10,2024-12-14,Software update issue,In Progress,12
WC004936,CUST015117,P0402,ST0003,2024-05-11,2024-12-14,Speaker/mic not working,Resolved,12
WC005081,CUST014547,P0280,ST0006,2023-02-17,2024-12-14,Physical damage - screen crack,Resolved,24
WC000677,CUST025009,P0474,ST0012,2024-03-13,2024-12-15,Overheating during use,Pending Pickup,12
WC000809,CUST002433,P0483,ST0040,2023-10-01,2024-12-15,Software update issue,Resolved,24
WC002140,CUST005537,P0530,ST0045,2024-10-21,2024-12-15,Physical damage - screen crack,Replaced,12
WC002816,CUST047295,P0308,ST0026,2024-12-02,2024-12-15,Battery draining fast,Resolved,12
WC003368,CUST004004,P0424,ST0018,2024-08-15,2024-12-15,Speaker/mic not working,In Progress,12
WC004182,CUST016568,P0113,ST0041,2024-01-03,2024-12-15,Physical damage - screen crack,Pending Pickup,12
WC004789,CUST008823,P0024,ST0034,2024-07-28,2024-12-15,Camera not focusing,Replaced,12
WC005624,CUST047251,P0407,ST0021,2024-12-13,2024-12-15,Screen flickering,Resolved,12
WC000411,CUST049410,P0393,ST0003,2024-11-15,2024-12-16,Software update issue,Pending Pickup,12
WC000698,CUST045833,P0176,ST0037,2024-01-30,2024-12-16,Network/SIM issue,In Progress,12
WC000877,CUST044954,P0224,ST0042,2024-10-09,2024-12-16,Camera not focusing,In Progress,12
WC001562,CUST012864,P0510,ST0047,2024-01-12,2024-12-16,Water damage,Pending Pickup,12
WC004617,CUST014344,P0254,ST0037,2024-02-28,2024-12-16,Network/SIM issue,Rejected - Out of Warranty,12
WC004969,CUST004624,P0226,ST0053,2024-01-01,2024-12-16,Physical damage - screen crack,Resolved,12
WC004983,CUST014809,P0290,ST0022,2024-12-04,2024-12-16,Water damage,Resolved,24
WC005401,CUST032987,P0482,ST0029,2024-04-10,2024-12-16,Network/SIM issue,Resolved,24
WC005550,CUST047961,P0332,ST0060,2024-01-18,2024-12-16,Camera not focusing,In Progress,12
WC001930,CUST031027,P0220,ST0016,2024-05-13,2024-12-17,Physical damage - screen crack,Resolved,12
WC002311,CUST044682,P0524,ST0037,2023-12-24,2024-12-17,Overheating during use,Resolved,12
WC002339,CUST025377,P0389,ST0053,2024-11-28,2024-12-17,Speaker/mic not working,Replaced,24
WC005716,CUST029788,P0373,ST0007,2024-01-03,2024-12-17,Software update issue,In Progress,12
WC001706,CUST027190,P0493,ST0058,2024-04-17,2024-12-18,Screen flickering,Pending Pickup,12
WC004112,CUST013454,P0174,ST0012,2024-06-16,2024-12-18,Physical damage - screen crack,Resolved,12
WC004871,CUST031041,P0185,ST0056,2023-12-31,2024-12-18,Water damage,In Progress,12
WC005184,CUST017091,P0145,ST0007,2024-03-02,2024-12-18,Software update issue,In Progress,12
WC000631,CUST010104,P0230,ST0019,2024-08-16,2024-12-19,Network/SIM issue,Pending Pickup,12
WC001124,CUST016536,P0290,ST0024,2023-01-02,2024-12-19,Network/SIM issue,Resolved,24
WC003793,CUST012163,P0582,ST0027,2023-03-11,2024-12-19,Charging port not working,Resolved,24
WC004603,CUST015954,P0558,ST0058,2024-03-30,2024-12-19,Camera not focusing,In Progress,12
WC005143,CUST004561,P0500,ST0051,2024-07-20,2024-12-19,Network/SIM issue,Resolved,12
WC005234,CUST045386,P0078,ST0050,2024-09-10,2024-12-19,Speaker/mic not working,Replaced,12
WC001288,CUST042034,P0239,ST0013,2024-06-03,2024-12-20,Physical damage - screen crack,Resolved,12
WC001333,CUST037907,P0452,ST0010,2024-06-26,2024-12-20,Water damage,In Progress,24
WC001799,CUST010341,P0468,ST0008,2024-11-11,2024-12-20,Speaker/mic not working,Resolved,12
WC002332,CUST023034,P0077,ST0047,2024-03-31,2024-12-20,Water damage,Replaced,12
WC001975,CUST047097,P0280,ST0014,2023-02-08,2024-12-21,Speaker/mic not working,Replaced,24
WC002092,CUST012497,P0336,ST0050,2024-10-19,2024-12-21,Software update issue,Replaced,12
WC003355,CUST047062,P0011,ST0035,2024-05-18,2024-12-21,Water damage,Pending Pickup,12
WC003994,CUST021607,P0232,ST0026,2024-10-06,2024-12-21,Water damage,Resolved,12
WC005415,CUST042885,P0546,ST0056,2024-11-14,2024-12-21,Network/SIM issue,Resolved,12
WC005599,CUST037574,P0519,ST0016,2024-06-12,2024-12-21,Screen flickering,Resolved,12
WC000455,CUST001554,P0491,ST0025,2024-05-07,2024-12-22,Network/SIM issue,Resolved,12
WC000777,CUST001460,P0039,ST0048,2024-10-27,2024-12-22,Software update issue,In Progress,12
WC000912,CUST016486,P0315,ST0034,2024-01-12,2024-12-22,Software update issue,Resolved,12
WC000939,CUST018312,P0449,ST0060,2024-03-13,2024-12-22,Battery draining fast,Resolved,12
WC002376,CUST008193,P0070,ST0032,2024-07-18,2024-12-22,Screen flickering,Resolved,12
WC002692,CUST012064,P0386,ST0018,2024-06-17,2024-12-22,Water damage,Rejected - Out of Warranty,12
WC003366,CUST040655,P0211,ST0016,2024-02-27,2024-12-22,Charging port not working,Rejected - Out of Warranty,12
WC003465,CUST027284,P0109,ST0022,2024-02-23,2024-12-22,Overheating during use,In Progress,12
WC004025,CUST049739,P0537,ST0027,2024-05-06,2024-12-22,Camera not focusing,Resolved,12
WC000298,CUST041158,P0450,ST0010,2024-07-14,2024-12-23,Screen flickering,Rejected - Out of Warranty,12
WC002514,CUST041181,P0356,ST0052,2024-04-28,2024-12-23,Camera not focusing,Replaced,12
WC002701,CUST036284,P0219,ST0060,2024-06-11,2024-12-23,Charging port not working,Rejected - Out of Warranty,12
WC002928,CUST030254,P0180,ST0042,2024-11-12,2024-12-23,Battery draining fast,Resolved,12
WC003049,CUST025176,P0500,ST0028,2024-08-22,2024-12-23,Charging port not working,Rejected - Out of Warranty,12
WC003657,CUST008228,P0387,ST0048,2024-06-09,2024-12-23,Water damage,Replaced,12
WC004957,CUST030132,P0208,ST0030,2024-11-05,2024-12-23,Speaker/mic not working,Pending Pickup,12
WC003237,CUST005566,P0291,ST0018,2024-11-28,2024-12-24,Software update issue,In Progress,12
WC003638,CUST028154,P0573,ST0032,2024-08-25,2024-12-24,Overheating during use,Rejected - Out of Warranty,12
WC005145,CUST029718,P0372,ST0006,2024-08-24,2024-12-24,Water damage,Replaced,12
WC005153,CUST004748,P0552,ST0020,2024-03-08,2024-12-24,Battery draining fast,Pending Pickup,12
WC002960,CUST037869,P0331,ST0029,2024-10-30,2024-12-25,Speaker/mic not working,Resolved,12
WC003124,CUST014053,P0101,ST0023,2024-12-04,2024-12-25,Software update issue,Rejected - Out of Warranty,12
WC004152,CUST037369,P0491,ST0029,2024-08-19,2024-12-25,Charging port not working,Resolved,12
WC004954,CUST048337,P0475,ST0058,2023-03-01,2024-12-25,Software update issue,Pending Pickup,24
WC005573,CUST008918,P0305,ST0049,2024-02-09,2024-12-25,Software update issue,Resolved,12
WC001511,CUST037518,P0186,ST0030,2024-01-02,2024-12-26,Charging port not working,Resolved,12
WC002082,CUST046223,P0173,ST0016,2024-07-09,2024-12-26,Overheating during use,Resolved,12
WC003263,CUST017138,P0366,ST0059,2024-03-29,2024-12-26,Screen flickering,Rejected - Out of Warranty,12
WC003378,CUST011798,P0013,ST0032,2024-02-15,2024-12-26,Camera not focusing,Resolved,12
WC003736,CUST045611,P0325,ST0046,2024-07-03,2024-12-26,Water damage,Rejected - Out of Warranty,24
WC004210,CUST047936,P0597,ST0045,2024-11-04,2024-12-26,Camera not focusing,Resolved,12
WC004554,CUST046186,P0480,ST0017,2024-03-22,2024-12-26,Software update issue,Resolved,12
WC001375,CUST036007,P0224,ST0024,2024-01-31,2024-12-27,Speaker/mic not working,Resolved,12
WC003470,CUST006656,P0274,ST0043,2024-01-28,2024-12-27,Camera not focusing,Pending Pickup,12
WC004124,CUST042613,P0029,ST0001,2024-10-30,2024-12-27,Overheating during use,Replaced,24
WC004189,CUST003879,P0128,ST0009,2024-10-26,2024-12-27,Overheating during use,Resolved,12
WC004736,CUST016893,P0347,ST0046,2024-02-06,2024-12-27,Charging port not working,In Progress,12
WC005857,CUST021167,P0522,ST0043,2024-02-07,2024-12-27,Camera not focusing,In Progress,12
WC005634,CUST011731,P0582,ST0049,2023-10-17,2024-12-28,Network/SIM issue,Replaced,24
WC005901,CUST023651,P0139,ST0039,2024-05-07,2024-12-28,Speaker/mic not working,Pending Pickup,24
WC000052,CUST048160,P0174,ST0029,2024-11-17,2024-12-29,Camera not focusing,Pending Pickup,12
WC000709,CUST019649,P0140,ST0031,2024-03-22,2024-12-29,Speaker/mic not working,Replaced,12
WC001095,CUST016459,P0537,ST0023,2024-11-21,2024-12-29,Physical damage - screen crack,Resolved,12
WC001516,CUST030940,P0360,ST0038,2024-02-24,2024-12-29,Screen flickering,Resolved,12
WC001962,CUST020512,P0493,ST0045,2024-02-23,2024-12-29,Battery draining fast,Replaced,12
WC002558,CUST042172,P0020,ST0010,2024-02-20,2024-12-29,Overheating during use,Pending Pickup,12
WC003236,CUST038509,P0339,ST0034,2024-06-05,2024-12-29,Speaker/mic not working,Pending Pickup,12
WC003624,CUST047558,P0474,ST0026,2024-02-03,2024-12-29,Camera not focusing,In Progress,12
WC004216,CUST012681,P0562,ST0013,2024-03-31,2024-12-29,Camera not focusing,Resolved,12
WC004630,CUST022789,P0259,ST0051,2024-02-25,2024-12-29,Overheating during use,Resolved,24
WC005675,CUST044452,P0314,ST0028,2024-07-16,2024-12-29,Speaker/mic not working,Replaced,12
WC000064,CUST006386,P0339,ST0024,2024-06-08,2024-12-30,Water damage,Resolved,12
WC001858,CUST032244,P0176,ST0011,2024-05-01,2024-12-30,Software update issue,Resolved,12
WC002597,CUST001169,P0027,ST0002,2024-03-28,2024-12-30,Screen flickering,Resolved,12
WC005069,CUST035695,P0356,ST0008,2024-10-24,2024-12-30,Screen flickering,Pending Pickup,12
WC005841,CUST019815,P0022,ST0044,2024-08-02,2024-12-30,Software update issue,Resolved,12
